date,key,label,ind,occ,unocc,cap,cap_funding,rate,col_type,indent,is_total
2025-02-19,dropin,24-Hour Women's Drop-ins,66,66,2,68,68,97.1,bed,1,False
2025-02-19,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-19,hotels,Hotels,2022,1646,20,1666,1675,98.8,room,0,False
2025-02-19,iso,Isolation/Recovery Programs Combined Total,6,6,0,6,14,100.0,room,0,False
2025-02-18,all_shelter,"All Shelter Programs, Total",10006,,,,,,summary,0,True
2025-02-18,room_based,"Shelter Programs, Room-Based, Total",2985,,,,,,summary,1,True
2025-02-18,singles_sector,"Singles Sector Programs, Total",7015,,,,,,summary,1,True
2025-02-18,singles_shelter,"  Shelter Programs, Singles, Total",4167,4167,96,4263,4328,97.7,summary,2,False
2025-02-18,allied_summ,"  Allied Services, Total",766,766,31,797,798,96.1,summary,2,False
2025-02-18,temp_summ,"  Temporary Programs, Total",2082,,,,,,summary,2,False
2025-02-18,iso_summ,Temporary Isolation/Recovery Programs,6,6,0,6,14,100.0,summary,1,False
2025-02-18,fam_total,"Family Sector, Total",2422,720,9,729,756,98.8,room,0,True
2025-02-18,fam_emerg,"Families, Emergency Shelter Programs",630,197,0,197,206,100.0,room,1,False
2025-02-18,fam_trans_r,"Families, Transitional Shelter Programs",327,113,9,122,119,92.6,room,1,False
2025-02-18,fam_hotel,"Families, Motel/Hotel Programs",1465,410,0,410,431,100.0,room,1,False
2025-02-18,sng_hotel,"Single Sector Motel/Hotel, Total",563,281,0,281,298,100.0,room,0,True
2025-02-18,singles_total,"Singles Sectors, Total",4167,4167,96,4263,4328,97.7,bed,0,True
2025-02-18,emerg_total,"Emergency Shelter Programs, Total",3450,3450,56,3506,3566,98.4,bed,1,True
2025-02-18,mix_emerg,"Mixed Adult, Emergency",683,683,14,697,717,98.0,bed,2,False
2025-02-18,men_emerg,"Men, Emergency",1669,1669,18,1687,1715,98.9,bed,2,False
2025-02-18,wom_emerg,"Women, Emergency",694,694,5,699,708,99.3,bed,2,False
2025-02-18,yth_emerg,"Youth, Emergency",404,404,19,423,426,95.5,bed,2,False
2025-02-18,trans_total,"Transitional Shelter Programs, Total",717,717,40,757,762,94.7,bed,1,True
2025-02-18,mix_trans,"Mixed Adult, Transitional",140,140,4,144,144,97.2,bed,2,False
2025-02-18,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-18,men_trans,"Men, Transitional",207,207,15,222,222,93.2,bed,2,False
2025-02-18,wom_trans,"Women, Transitional",114,114,3,117,117,97.4,bed,2,False
2025-02-18,yth_trans,"Youth, Transitional",256,256,18,274,279,93.4,bed,2,False
2025-02-18,allied_total,"Allied Services, Total",766,766,31,797,798,96.1,bed,0,True
2025-02-18,respites,24-Hour Respites,698,698,31,729,730,95.7,bed,1,False
2025-02-18,dropin,24-Hour Women's Drop-ins,68,68,0,68,68,100.0,bed,1,False
2025-02-18,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-18,hotels,Hotels,2017,1643,19,1662,1675,98.9,room,0,False
2025-02-18,iso,Isolation/Recovery Programs Combined Total,6,6,0,6,14,100.0,room,0,False
2025-02-17,all_shelter,"All Shelter Programs, Total",10010,,,,,,summary,0,True
2025-02-17,room_based,"Shelter Programs, Room-Based, Total",2991,,,,,,summary,1,True
2025-02-17,singles_sector,"Singles Sector Programs, Total",7009,,,,,,summary,1,True
2025-02-17,singles_shelter,"  Shelter Programs, Singles, Total",4160,4160,96,4256,4323,97.7,summary,2,False
2025-02-17,allied_summ,"  Allied Services, Total",765,765,28,793,798,96.5,summary,2,False
2025-02-17,temp_summ,"  Temporary Programs, Total",2084,,,,,,summary,2,False
2025-02-17,iso_summ,Temporary Isolation/Recovery Programs,10,9,0,9,14,100.0,summary,1,False
2025-02-17,fam_total,"Family Sector, Total",2430,722,6,728,756,99.2,room,0,True
2025-02-17,fam_emerg,"Families, Emergency Shelter Programs",631,197,0,197,206,100.0,room,1,False
2025-02-17,fam_trans_r,"Families, Transitional Shelter Programs",336,116,6,122,119,95.1,room,1,False
2025-02-17,fam_hotel,"Families, Motel/Hotel Programs",1463,409,0,409,431,100.0,room,1,False
2025-02-17,sng_hotel,"Single Sector Motel/Hotel, Total",561,282,0,282,298,100.0,room,0,True
2025-02-17,singles_total,"Singles Sectors, Total",4160,4160,96,4256,4323,97.7,bed,0,True
2025-02-17,emerg_total,"Emergency Shelter Programs, Total",3444,3444,59,3503,3561,98.3,bed,1,True
2025-02-17,mix_emerg,"Mixed Adult, Emergency",685,685,13,698,717,98.1,bed,2,False
2025-02-17,men_emerg,"Men, Emergency",1671,1671,17,1688,1715,99.0,bed,2,False
2025-02-17,wom_emerg,"Women, Emergency",691,691,3,694,703,99.6,bed,2,False
2025-02-17,yth_emerg,"Youth, Emergency",397,397,26,423,426,93.9,bed,2,False
2025-02-17,trans_total,"Transitional Shelter Programs, Total",716,716,37,753,762,95.1,bed,1,True
2025-02-17,mix_trans,"Mixed Adult, Transitional",141,141,2,143,144,98.6,bed,2,False
2025-02-17,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-17,men_trans,"Men, Transitional",207,207,15,222,222,93.2,bed,2,False
2025-02-17,wom_trans,"Women, Transitional",115,115,2,117,117,98.3,bed,2,False
2025-02-17,yth_trans,"Youth, Transitional",253,253,18,271,279,93.4,bed,2,False
2025-02-17,allied_total,"Allied Services, Total",765,765,28,793,798,96.5,bed,0,True
2025-02-17,respites,24-Hour Respites,698,698,27,725,730,96.3,bed,1,False
2025-02-17,dropin,24-Hour Women's Drop-ins,67,67,1,68,68,98.5,bed,1,False
2025-02-17,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-17,hotels,Hotels,2019,1646,18,1664,1675,98.9,room,0,False
2025-02-17,iso,Isolation/Recovery Programs Combined Total,10,9,0,9,14,100.0,room,0,False
2025-02-16,all_shelter,"All Shelter Programs, Total",9992,,,,,,summary,0,True
2025-02-16,room_based,"Shelter Programs, Room-Based, Total",2992,,,,,,summary,1,True
2025-02-16,singles_sector,"Singles Sector Programs, Total",6990,,,,,,summary,1,True
2025-02-16,singles_shelter,"  Shelter Programs, Singles, Total",4151,4151,103,4254,4323,97.6,summary,2,False
2025-02-16,allied_summ,"  Allied Services, Total",757,757,36,793,798,95.5,summary,2,False
2025-02-16,temp_summ,"  Temporary Programs, Total",2082,,,,,,summary,2,False
2025-02-16,iso_summ,Temporary Isolation/Recovery Programs,10,9,0,9,14,100.0,summary,1,False
2025-02-16,fam_total,"Family Sector, Total",2430,722,6,728,756,99.2,room,0,True
2025-02-16,fam_emerg,"Families, Emergency Shelter Programs",631,197,0,197,206,100.0,room,1,False
2025-02-16,fam_trans_r,"Families, Transitional Shelter Programs",336,116,6,122,119,95.1,room,1,False
2025-02-16,fam_hotel,"Families, Motel/Hotel Programs",1463,409,0,409,431,100.0,room,1,False
2025-02-16,sng_hotel,"Single Sector Motel/Hotel, Total",562,282,0,282,298,100.0,room,0,True
2025-02-16,singles_total,"Singles Sectors, Total",4151,4151,103,4254,4323,97.6,bed,0,True
2025-02-16,emerg_total,"Emergency Shelter Programs, Total",3433,3433,70,3503,3561,98.0,bed,1,True
2025-02-16,mix_emerg,"Mixed Adult, Emergency",671,671,28,699,717,96.0,bed,2,False
2025-02-16,men_emerg,"Men, Emergency",1670,1670,17,1687,1715,99.0,bed,2,False
2025-02-16,wom_emerg,"Women, Emergency",689,689,5,694,703,99.3,bed,2,False
2025-02-16,yth_emerg,"Youth, Emergency",403,403,20,423,426,95.3,bed,2,False
2025-02-16,trans_total,"Transitional Shelter Programs, Total",718,718,33,751,762,95.6,bed,1,True
2025-02-16,mix_trans,"Mixed Adult, Transitional",140,140,3,143,144,97.9,bed,2,False
2025-02-16,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-16,men_trans,"Men, Transitional",210,210,12,222,222,94.6,bed,2,False
2025-02-16,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-16,yth_trans,"Youth, Transitional",252,252,17,269,279,93.7,bed,2,False
2025-02-16,allied_total,"Allied Services, Total",757,757,36,793,798,95.5,bed,0,True
2025-02-16,respites,24-Hour Respites,692,692,33,725,730,95.4,bed,1,False
2025-02-16,dropin,24-Hour Women's Drop-ins,65,65,3,68,68,95.6,bed,1,False
2025-02-16,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-16,hotels,Hotels,2017,1643,20,1663,1675,98.8,room,0,False
2025-02-16,iso,Isolation/Recovery Programs Combined Total,10,9,0,9,14,100.0,room,0,False
2025-02-15,all_shelter,"All Shelter Programs, Total",9962,,,,,,summary,0,True
2025-02-15,room_based,"Shelter Programs, Room-Based, Total",2991,,,,,,summary,1,True
2025-02-15,singles_sector,"Singles Sector Programs, Total",6961,,,,,,summary,1,True
2025-02-15,singles_shelter,"  Shelter Programs, Singles, Total",4123,4123,134,4257,4323,96.9,summary,2,False
2025-02-15,allied_summ,"  Allied Services, Total",759,759,34,793,798,95.7,summary,2,False
2025-02-15,temp_summ,"  Temporary Programs, Total",2079,,,,,,summary,2,False
2025-02-15,iso_summ,Temporary Isolation/Recovery Programs,10,9,0,9,14,100.0,summary,1,False
2025-02-15,fam_total,"Family Sector, Total",2429,722,6,728,756,99.2,room,0,True
2025-02-15,fam_emerg,"Families, Emergency Shelter Programs",630,197,0,197,206,100.0,room,1,False
2025-02-15,fam_trans_r,"Families, Transitional Shelter Programs",336,116,6,122,119,95.1,room,1,False
2025-02-15,fam_hotel,"Families, Motel/Hotel Programs",1463,409,0,409,431,100.0,room,1,False
2025-02-15,sng_hotel,"Single Sector Motel/Hotel, Total",562,283,0,283,298,100.0,room,0,True
2025-02-15,singles_total,"Singles Sectors, Total",4123,4123,134,4257,4323,96.9,bed,0,True
2025-02-15,emerg_total,"Emergency Shelter Programs, Total",3406,3406,100,3506,3561,97.1,bed,1,True
2025-02-15,mix_emerg,"Mixed Adult, Emergency",656,656,45,701,717,93.6,bed,2,False
2025-02-15,men_emerg,"Men, Emergency",1659,1659,26,1685,1715,98.5,bed,2,False
2025-02-15,wom_emerg,"Women, Emergency",690,690,7,697,703,99.0,bed,2,False
2025-02-15,yth_emerg,"Youth, Emergency",401,401,22,423,426,94.8,bed,2,False
2025-02-15,trans_total,"Transitional Shelter Programs, Total",717,717,34,751,762,95.5,bed,1,True
2025-02-15,mix_trans,"Mixed Adult, Transitional",140,140,3,143,144,97.9,bed,2,False
2025-02-15,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-15,men_trans,"Men, Transitional",209,209,13,222,222,94.1,bed,2,False
2025-02-15,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-15,yth_trans,"Youth, Transitional",252,252,17,269,279,93.7,bed,2,False
2025-02-15,allied_total,"Allied Services, Total",759,759,34,793,798,95.7,bed,0,True
2025-02-15,respites,24-Hour Respites,694,694,31,725,730,95.7,bed,1,False
2025-02-15,dropin,24-Hour Women's Drop-ins,65,65,3,68,68,95.6,bed,1,False
2025-02-15,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-15,hotels,Hotels,2014,1640,23,1663,1675,98.6,room,0,False
2025-02-15,iso,Isolation/Recovery Programs Combined Total,10,9,0,9,14,100.0,room,0,False
2025-02-14,all_shelter,"All Shelter Programs, Total",9958,,,,,,summary,0,True
2025-02-14,room_based,"Shelter Programs, Room-Based, Total",2991,,,,,,summary,1,True
2025-02-14,singles_sector,"Singles Sector Programs, Total",6957,,,,,,summary,1,True
2025-02-14,singles_shelter,"  Shelter Programs, Singles, Total",4117,4117,106,4223,4289,97.5,summary,2,False
2025-02-14,allied_summ,"  Allied Services, Total",758,758,35,793,798,95.6,summary,2,False
2025-02-14,temp_summ,"  Temporary Programs, Total",2082,,,,,,summary,2,False
2025-02-14,iso_summ,Temporary Isolation/Recovery Programs,10,9,0,9,14,100.0,summary,1,False
2025-02-14,fam_total,"Family Sector, Total",2423,721,7,728,756,99.0,room,0,True
2025-02-14,fam_emerg,"Families, Emergency Shelter Programs",630,197,0,197,206,100.0,room,1,False
2025-02-14,fam_trans_r,"Families, Transitional Shelter Programs",336,116,6,122,119,95.1,room,1,False
2025-02-14,fam_hotel,"Families, Motel/Hotel Programs",1457,408,1,409,431,99.8,room,1,False
2025-02-14,sng_hotel,"Single Sector Motel/Hotel, Total",568,284,0,284,298,100.0,room,0,True
2025-02-14,singles_total,"Singles Sectors, Total",4117,4117,106,4223,4289,97.5,bed,0,True
2025-02-14,emerg_total,"Emergency Shelter Programs, Total",3399,3399,73,3472,3527,97.9,bed,1,True
2025-02-14,mix_emerg,"Mixed Adult, Emergency",642,642,25,667,687,96.3,bed,2,False
2025-02-14,men_emerg,"Men, Emergency",1668,1668,21,1689,1715,98.8,bed,2,False
2025-02-14,wom_emerg,"Women, Emergency",689,689,8,697,703,98.9,bed,2,False
2025-02-14,yth_emerg,"Youth, Emergency",400,400,19,419,422,95.5,bed,2,False
2025-02-14,trans_total,"Transitional Shelter Programs, Total",718,718,33,751,762,95.6,bed,1,True
2025-02-14,mix_trans,"Mixed Adult, Transitional",140,140,3,143,144,97.9,bed,2,False
2025-02-14,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-14,men_trans,"Men, Transitional",210,210,12,222,222,94.6,bed,2,False
2025-02-14,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-14,yth_trans,"Youth, Transitional",252,252,17,269,279,93.7,bed,2,False
2025-02-14,allied_total,"Allied Services, Total",758,758,35,793,798,95.6,bed,0,True
2025-02-14,respites,24-Hour Respites,695,695,30,725,730,95.9,bed,1,False
2025-02-14,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2025-02-14,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-14,hotels,Hotels,2017,1644,23,1667,1675,98.6,room,0,False
2025-02-14,iso,Isolation/Recovery Programs Combined Total,10,9,0,9,14,100.0,room,0,False
2025-02-13,all_shelter,"All Shelter Programs, Total",9932,,,,,,summary,0,True
2025-02-13,room_based,"Shelter Programs, Room-Based, Total",2984,,,,,,summary,1,True
2025-02-13,singles_sector,"Singles Sector Programs, Total",6943,,,,,,summary,1,True
2025-02-13,singles_shelter,"  Shelter Programs, Singles, Total",4100,4100,121,4221,4287,97.1,summary,2,False
2025-02-13,allied_summ,"  Allied Services, Total",763,763,34,797,798,95.7,summary,2,False
2025-02-13,temp_summ,"  Temporary Programs, Total",2080,,,,,,summary,2,False
2025-02-13,iso_summ,Temporary Isolation/Recovery Programs,5,5,1,6,14,83.3,summary,1,False
2025-02-13,fam_total,"Family Sector, Total",2417,720,5,725,756,99.3,room,0,True
2025-02-13,fam_emerg,"Families, Emergency Shelter Programs",628,196,0,196,206,100.0,room,1,False
2025-02-13,fam_trans_r,"Families, Transitional Shelter Programs",342,118,4,122,119,96.7,room,1,False
2025-02-13,fam_hotel,"Families, Motel/Hotel Programs",1447,406,1,407,431,99.8,room,1,False
2025-02-13,sng_hotel,"Single Sector Motel/Hotel, Total",567,284,0,284,298,100.0,room,0,True
2025-02-13,singles_total,"Singles Sectors, Total",4100,4100,121,4221,4287,97.1,bed,0,True
2025-02-13,emerg_total,"Emergency Shelter Programs, Total",3386,3386,84,3470,3525,97.6,bed,1,True
2025-02-13,mix_emerg,"Mixed Adult, Emergency",633,633,32,665,685,95.2,bed,2,False
2025-02-13,men_emerg,"Men, Emergency",1668,1668,22,1690,1715,98.7,bed,2,False
2025-02-13,wom_emerg,"Women, Emergency",687,687,9,696,703,98.7,bed,2,False
2025-02-13,yth_emerg,"Youth, Emergency",398,398,21,419,422,95.0,bed,2,False
2025-02-13,trans_total,"Transitional Shelter Programs, Total",714,714,37,751,762,95.1,bed,1,True
2025-02-13,mix_trans,"Mixed Adult, Transitional",139,139,4,143,144,97.2,bed,2,False
2025-02-13,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-13,men_trans,"Men, Transitional",209,209,13,222,222,94.1,bed,2,False
2025-02-13,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-13,yth_trans,"Youth, Transitional",250,250,19,269,279,92.9,bed,2,False
2025-02-13,allied_total,"Allied Services, Total",763,763,34,797,798,95.7,bed,0,True
2025-02-13,respites,24-Hour Respites,700,700,29,729,730,96.0,bed,1,False
2025-02-13,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2025-02-13,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-13,hotels,Hotels,2015,1645,17,1662,1675,99.0,room,0,False
2025-02-13,iso,Isolation/Recovery Programs Combined Total,5,5,1,6,14,83.3,room,0,False
2025-02-12,all_shelter,"All Shelter Programs, Total",9919,,,,,,summary,0,True
2025-02-12,room_based,"Shelter Programs, Room-Based, Total",2983,,,,,,summary,1,True
2025-02-12,singles_sector,"Singles Sector Programs, Total",6931,,,,,,summary,1,True
2025-02-12,singles_shelter,"  Shelter Programs, Singles, Total",4075,4075,142,4217,4283,96.6,summary,2,False
2025-02-12,allied_summ,"  Allied Services, Total",772,772,25,797,798,96.9,summary,2,False
2025-02-12,temp_summ,"  Temporary Programs, Total",2084,,,,,,summary,2,False
2025-02-12,iso_summ,Temporary Isolation/Recovery Programs,5,5,1,6,14,83.3,summary,1,False
2025-02-12,fam_total,"Family Sector, Total",2416,720,7,727,756,99.0,room,0,True
2025-02-12,fam_emerg,"Families, Emergency Shelter Programs",626,195,1,196,206,99.5,room,1,False
2025-02-12,fam_trans_r,"Families, Transitional Shelter Programs",342,118,4,122,119,96.7,room,1,False
2025-02-12,fam_hotel,"Families, Motel/Hotel Programs",1448,407,2,409,431,99.5,room,1,False
2025-02-12,sng_hotel,"Single Sector Motel/Hotel, Total",567,283,0,283,298,100.0,room,0,True
2025-02-12,singles_total,"Singles Sectors, Total",4075,4075,142,4217,4283,96.6,bed,0,True
2025-02-12,emerg_total,"Emergency Shelter Programs, Total",3365,3365,101,3466,3521,97.1,bed,1,True
2025-02-12,mix_emerg,"Mixed Adult, Emergency",630,630,34,664,685,94.9,bed,2,False
2025-02-12,men_emerg,"Men, Emergency",1655,1655,36,1691,1715,97.9,bed,2,False
2025-02-12,wom_emerg,"Women, Emergency",685,685,7,692,699,99.0,bed,2,False
2025-02-12,yth_emerg,"Youth, Emergency",395,395,24,419,422,94.3,bed,2,False
2025-02-12,trans_total,"Transitional Shelter Programs, Total",710,710,41,751,762,94.5,bed,1,True
2025-02-12,mix_trans,"Mixed Adult, Transitional",139,139,4,143,144,97.2,bed,2,False
2025-02-12,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-12,men_trans,"Men, Transitional",206,206,16,222,222,92.8,bed,2,False
2025-02-12,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-12,yth_trans,"Youth, Transitional",249,249,20,269,279,92.6,bed,2,False
2025-02-12,allied_total,"Allied Services, Total",772,772,25,797,798,96.9,bed,0,True
2025-02-12,respites,24-Hour Respites,709,709,20,729,730,97.3,bed,1,False
2025-02-12,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2025-02-12,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-12,hotels,Hotels,2019,1647,17,1664,1675,99.0,room,0,False
2025-02-12,iso,Isolation/Recovery Programs Combined Total,5,5,1,6,14,83.3,room,0,False
2025-02-11,all_shelter,"All Shelter Programs, Total",9873,,,,,,summary,0,True
2025-02-11,room_based,"Shelter Programs, Room-Based, Total",2982,,,,,,summary,1,True
2025-02-11,singles_sector,"Singles Sector Programs, Total",6889,,,,,,summary,1,True
2025-02-11,singles_shelter,"  Shelter Programs, Singles, Total",4032,4032,82,4114,4190,98.0,summary,2,False
2025-02-11,allied_summ,"  Allied Services, Total",773,773,23,796,798,97.1,summary,2,False
2025-02-11,temp_summ,"  Temporary Programs, Total",2084,,,,,,summary,2,False
2025-02-11,iso_summ,Temporary Isolation/Recovery Programs,2,2,0,2,14,100.0,summary,1,False
2025-02-11,fam_total,"Family Sector, Total",2414,720,3,723,756,99.6,room,0,True
2025-02-11,fam_emerg,"Families, Emergency Shelter Programs",624,194,0,194,206,100.0,room,1,False
2025-02-11,fam_trans_r,"Families, Transitional Shelter Programs",345,119,3,122,119,97.5,room,1,False
2025-02-11,fam_hotel,"Families, Motel/Hotel Programs",1445,407,0,407,431,100.0,room,1,False
2025-02-11,sng_hotel,"Single Sector Motel/Hotel, Total",568,283,0,283,298,100.0,room,0,True
2025-02-11,singles_total,"Singles Sectors, Total",4032,4032,82,4114,4190,98.0,bed,0,True
2025-02-11,emerg_total,"Emergency Shelter Programs, Total",3323,3323,44,3367,3433,98.7,bed,1,True
2025-02-11,mix_emerg,"Mixed Adult, Emergency",609,609,15,624,655,97.6,bed,2,False
2025-02-11,men_emerg,"Men, Emergency",1634,1634,20,1654,1679,98.8,bed,2,False
2025-02-11,wom_emerg,"Women, Emergency",685,685,0,685,692,100.0,bed,2,False
2025-02-11,yth_emerg,"Youth, Emergency",395,395,9,404,407,97.8,bed,2,False
2025-02-11,trans_total,"Transitional Shelter Programs, Total",709,709,38,747,757,94.9,bed,1,True
2025-02-11,mix_trans,"Mixed Adult, Transitional",139,139,5,144,144,96.5,bed,2,False
2025-02-11,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-11,men_trans,"Men, Transitional",204,204,13,217,217,94.0,bed,2,False
2025-02-11,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-11,yth_trans,"Youth, Transitional",250,250,19,269,279,92.9,bed,2,False
2025-02-11,allied_total,"Allied Services, Total",773,773,23,796,798,97.1,bed,0,True
2025-02-11,respites,24-Hour Respites,710,710,18,728,730,97.5,bed,1,False
2025-02-11,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2025-02-11,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-11,hotels,Hotels,2019,1649,17,1666,1675,99.0,room,0,False
2025-02-11,iso,Isolation/Recovery Programs Combined Total,2,2,0,2,14,100.0,room,0,False
2025-02-10,all_shelter,"All Shelter Programs, Total",9839,,,,,,summary,0,True
2025-02-10,room_based,"Shelter Programs, Room-Based, Total",2973,,,,,,summary,1,True
2025-02-10,singles_sector,"Singles Sector Programs, Total",6864,,,,,,summary,1,True
2025-02-10,singles_shelter,"  Shelter Programs, Singles, Total",4021,4021,86,4107,4190,97.9,summary,2,False
2025-02-10,allied_summ,"  Allied Services, Total",765,765,32,797,798,96.0,summary,2,False
2025-02-10,temp_summ,"  Temporary Programs, Total",2078,,,,,,summary,2,False
2025-02-10,iso_summ,Temporary Isolation/Recovery Programs,2,2,0,2,14,100.0,summary,1,False
2025-02-10,fam_total,"Family Sector, Total",2407,718,3,721,756,99.6,room,0,True
2025-02-10,fam_emerg,"Families, Emergency Shelter Programs",624,194,0,194,206,100.0,room,1,False
2025-02-10,fam_trans_r,"Families, Transitional Shelter Programs",345,119,3,122,119,97.5,room,1,False
2025-02-10,fam_hotel,"Families, Motel/Hotel Programs",1438,405,0,405,431,100.0,room,1,False
2025-02-10,sng_hotel,"Single Sector Motel/Hotel, Total",566,283,0,283,298,100.0,room,0,True
2025-02-10,singles_total,"Singles Sectors, Total",4021,4021,86,4107,4190,97.9,bed,0,True
2025-02-10,emerg_total,"Emergency Shelter Programs, Total",3312,3312,54,3366,3433,98.4,bed,1,True
2025-02-10,mix_emerg,"Mixed Adult, Emergency",606,606,17,623,655,97.3,bed,2,False
2025-02-10,men_emerg,"Men, Emergency",1628,1628,27,1655,1679,98.4,bed,2,False
2025-02-10,wom_emerg,"Women, Emergency",682,682,2,684,692,99.7,bed,2,False
2025-02-10,yth_emerg,"Youth, Emergency",396,396,8,404,407,98.0,bed,2,False
2025-02-10,trans_total,"Transitional Shelter Programs, Total",709,709,32,741,757,95.7,bed,1,True
2025-02-10,mix_trans,"Mixed Adult, Transitional",140,140,4,144,144,97.2,bed,2,False
2025-02-10,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-10,men_trans,"Men, Transitional",205,205,12,217,217,94.5,bed,2,False
2025-02-10,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-10,yth_trans,"Youth, Transitional",248,248,15,263,279,94.3,bed,2,False
2025-02-10,allied_total,"Allied Services, Total",765,765,32,797,798,96.0,bed,0,True
2025-02-10,respites,24-Hour Respites,703,703,26,729,730,96.4,bed,1,False
2025-02-10,dropin,24-Hour Women's Drop-ins,62,62,6,68,68,91.2,bed,1,False
2025-02-10,temp_resp,24-Hour Temporary Response Sites,65,65,0,65,65,100.0,bed,0,False
2025-02-10,hotels,Hotels,2013,1645,20,1665,1675,98.8,room,0,False
2025-02-10,iso,Isolation/Recovery Programs Combined Total,2,2,0,2,14,100.0,room,0,False
2025-02-09,all_shelter,"All Shelter Programs, Total",9824,,,,,,summary,0,True
2025-02-09,room_based,"Shelter Programs, Room-Based, Total",2958,,,,,,summary,1,True
2025-02-09,singles_sector,"Singles Sector Programs, Total",6864,,,,,,summary,1,True
2025-02-09,singles_shelter,"  Shelter Programs, Singles, Total",4013,4013,89,4102,4194,97.8,summary,2,False
2025-02-09,allied_summ,"  Allied Services, Total",773,773,24,797,798,97.0,summary,2,False
2025-02-09,temp_summ,"  Temporary Programs, Total",2078,,,,,,summary,2,False
2025-02-09,iso_summ,Temporary Isolation/Recovery Programs,2,2,0,2,14,100.0,summary,1,False
2025-02-09,fam_total,"Family Sector, Total",2393,714,4,718,756,99.4,room,0,True
2025-02-09,fam_emerg,"Families, Emergency Shelter Programs",623,194,0,194,206,100.0,room,1,False
2025-02-09,fam_trans_r,"Families, Transitional Shelter Programs",342,118,4,122,119,96.7,room,1,False
2025-02-09,fam_hotel,"Families, Motel/Hotel Programs",1428,402,0,402,431,100.0,room,1,False
2025-02-09,sng_hotel,"Single Sector Motel/Hotel, Total",565,283,0,283,298,100.0,room,0,True
2025-02-09,singles_total,"Singles Sectors, Total",4013,4013,89,4102,4194,97.8,bed,0,True
2025-02-09,emerg_total,"Emergency Shelter Programs, Total",3302,3302,59,3361,3437,98.2,bed,1,True
2025-02-09,mix_emerg,"Mixed Adult, Emergency",603,603,19,622,655,96.9,bed,2,False
2025-02-09,men_emerg,"Men, Emergency",1623,1623,31,1654,1679,98.1,bed,2,False
2025-02-09,wom_emerg,"Women, Emergency",680,680,1,681,696,99.9,bed,2,False
2025-02-09,yth_emerg,"Youth, Emergency",396,396,8,404,407,98.0,bed,2,False
2025-02-09,trans_total,"Transitional Shelter Programs, Total",711,711,30,741,757,96.0,bed,1,True
2025-02-09,mix_trans,"Mixed Adult, Transitional",140,140,4,144,144,97.2,bed,2,False
2025-02-09,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2025-02-09,men_trans,"Men, Transitional",204,204,13,217,217,94.0,bed,2,False
2025-02-09,wom_trans,"Women, Transitional",116,116,1,117,117,99.1,bed,2,False
2025-02-09,yth_trans,"Youth, Transitional",251,251,12,263,279,95.4,bed,2,False
2025-02-09,allied_total,"Allied Services, Total",773,773,24,797,798,97.0,bed,0,True
2025-02-09,respites,24-Hour Respites,710,710,19,729,730,97.4,bed,1,False
2025-02-09,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
