date,key,label,ind,occ,unocc,cap,cap_funding,rate,col_type,indent,is_total
2022-10-02,mix_trans,"Mixed Adult, Transitional",131,131,5,136,136,96.3,bed,2,False
2022-10-02,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-10-02,men_trans,"Men, Transitional",128,128,9,137,138,93.4,bed,2,False
2022-10-02,wom_trans,"Women, Transitional",99,99,3,102,106,97.1,bed,2,False
2022-10-02,yth_trans,"Youth, Transitional",168,168,8,176,178,95.5,bed,2,False
2022-10-02,allied_total,"Allied Services, Total",318,318,1,319,325,99.7,bed,0,True
2022-10-02,respites,24-Hour Respites,261,261,0,261,262,100.0,bed,1,False
2022-10-02,dropin,24-Hour Women's Drop-ins,57,57,1,58,63,98.3,bed,1,False
2022-10-02,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-10-02,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-10-02,iso,Isolation/Recovery Programs Combined Total,12,9,0,9,60,100.0,room,0,False
2022-10-01,all_shelter,"All Shelter Programs, Total",8256,,,,,,summary,0,True
2022-10-01,room_based,"Shelter Programs, Room-Based, Total",5276,,,,,,summary,1,True
2022-10-01,singles_sector,"Singles Sector Programs, Total",2966,,,,,,summary,1,True
2022-10-01,singles_shelter,"  Shelter Programs, Singles, Total",2647,2647,35,2682,2726,98.7,summary,2,False
2022-10-01,allied_summ,"  Allied Services, Total",319,319,0,319,325,100.0,summary,2,False
2022-10-01,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-10-01,iso_summ,Temporary Isolation/Recovery Programs,14,11,0,11,60,100.0,summary,1,False
2022-10-01,fam_total,"Family Sector, Total",2094,637,3,640,663,99.5,room,0,True
2022-10-01,fam_emerg,"Families, Emergency Shelter Programs",582,183,1,184,205,99.5,room,1,False
2022-10-01,fam_trans_r,"Families, Transitional Shelter Programs",291,97,2,99,100,98.0,room,1,False
2022-10-01,fam_hotel,"Families, Motel/Hotel Programs",1221,357,0,357,358,100.0,room,1,False
2022-10-01,sng_hotel,"Single Sector Motel/Hotel, Total",3182,2757,16,2773,2905,99.4,room,0,True
2022-10-01,singles_total,"Singles Sectors, Total",2647,2647,35,2682,2726,98.7,bed,0,True
2022-10-01,emerg_total,"Emergency Shelter Programs, Total",2120,2120,11,2131,2168,99.5,bed,1,True
2022-10-01,mix_emerg,"Mixed Adult, Emergency",451,451,0,451,459,100.0,bed,2,False
2022-10-01,men_emerg,"Men, Emergency",1018,1018,8,1026,1032,99.2,bed,2,False
2022-10-01,wom_emerg,"Women, Emergency",412,412,1,413,436,99.8,bed,2,False
2022-10-01,yth_emerg,"Youth, Emergency",239,239,2,241,241,99.2,bed,2,False
2022-10-01,trans_total,"Transitional Shelter Programs, Total",527,527,24,551,558,95.6,bed,1,True
2022-10-01,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-10-01,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-10-01,men_trans,"Men, Transitional",128,128,9,137,138,93.4,bed,2,False
2022-10-01,wom_trans,"Women, Transitional",99,99,3,102,106,97.1,bed,2,False
2022-10-01,yth_trans,"Youth, Transitional",168,168,8,176,178,95.5,bed,2,False
2022-10-01,allied_total,"Allied Services, Total",319,319,0,319,325,100.0,bed,0,True
2022-10-01,respites,24-Hour Respites,261,261,0,261,262,100.0,bed,1,False
2022-10-01,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-10-01,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-10-01,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-10-01,iso,Isolation/Recovery Programs Combined Total,14,11,0,11,60,100.0,room,0,False
2022-09-30,all_shelter,"All Shelter Programs, Total",8291,,,,,,summary,0,True
2022-09-30,room_based,"Shelter Programs, Room-Based, Total",5305,,,,,,summary,1,True
2022-09-30,singles_sector,"Singles Sector Programs, Total",2974,,,,,,summary,1,True
2022-09-30,singles_shelter,"  Shelter Programs, Singles, Total",2655,2655,28,2683,2726,99.0,summary,2,False
2022-09-30,allied_summ,"  Allied Services, Total",319,319,0,319,325,100.0,summary,2,False
2022-09-30,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-30,iso_summ,Temporary Isolation/Recovery Programs,12,9,0,9,60,100.0,summary,1,False
2022-09-30,fam_total,"Family Sector, Total",2111,643,3,646,663,99.5,room,0,True
2022-09-30,fam_emerg,"Families, Emergency Shelter Programs",588,185,0,185,205,100.0,room,1,False
2022-09-30,fam_trans_r,"Families, Transitional Shelter Programs",291,97,2,99,100,98.0,room,1,False
2022-09-30,fam_hotel,"Families, Motel/Hotel Programs",1232,361,1,362,358,99.7,room,1,False
2022-09-30,sng_hotel,"Single Sector Motel/Hotel, Total",3194,2764,14,2778,2905,99.5,room,0,True
2022-09-30,singles_total,"Singles Sectors, Total",2655,2655,28,2683,2726,99.0,bed,0,True
2022-09-30,emerg_total,"Emergency Shelter Programs, Total",2127,2127,5,2132,2168,99.8,bed,1,True
2022-09-30,mix_emerg,"Mixed Adult, Emergency",451,451,0,451,459,100.0,bed,2,False
2022-09-30,men_emerg,"Men, Emergency",1024,1024,3,1027,1032,99.7,bed,2,False
2022-09-30,wom_emerg,"Women, Emergency",413,413,0,413,436,100.0,bed,2,False
2022-09-30,yth_emerg,"Youth, Emergency",239,239,2,241,241,99.2,bed,2,False
2022-09-30,trans_total,"Transitional Shelter Programs, Total",528,528,23,551,558,95.8,bed,1,True
2022-09-30,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-09-30,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-30,men_trans,"Men, Transitional",129,129,8,137,138,94.2,bed,2,False
2022-09-30,wom_trans,"Women, Transitional",98,98,4,102,106,96.1,bed,2,False
2022-09-30,yth_trans,"Youth, Transitional",169,169,7,176,178,96.0,bed,2,False
2022-09-30,allied_total,"Allied Services, Total",319,319,0,319,325,100.0,bed,0,True
2022-09-30,respites,24-Hour Respites,261,261,0,261,262,100.0,bed,1,False
2022-09-30,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-30,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-30,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-30,iso,Isolation/Recovery Programs Combined Total,12,9,0,9,60,100.0,room,0,False
2022-09-29,all_shelter,"All Shelter Programs, Total",8297,,,,,,summary,0,True
2022-09-29,room_based,"Shelter Programs, Room-Based, Total",5318,,,,,,summary,1,True
2022-09-29,singles_sector,"Singles Sector Programs, Total",2968,,,,,,summary,1,True
2022-09-29,singles_shelter,"  Shelter Programs, Singles, Total",2649,2649,26,2675,2716,99.0,summary,2,False
2022-09-29,allied_summ,"  Allied Services, Total",319,319,1,320,325,99.7,summary,2,False
2022-09-29,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-29,iso_summ,Temporary Isolation/Recovery Programs,11,8,0,8,60,100.0,summary,1,False
2022-09-29,fam_total,"Family Sector, Total",2125,646,5,651,663,99.2,room,0,True
2022-09-29,fam_emerg,"Families, Emergency Shelter Programs",596,187,2,189,205,98.9,room,1,False
2022-09-29,fam_trans_r,"Families, Transitional Shelter Programs",293,98,1,99,100,99.0,room,1,False
2022-09-29,fam_hotel,"Families, Motel/Hotel Programs",1236,361,2,363,358,99.4,room,1,False
2022-09-29,sng_hotel,"Single Sector Motel/Hotel, Total",3193,2765,15,2780,2905,99.5,room,0,True
2022-09-29,singles_total,"Singles Sectors, Total",2649,2649,26,2675,2716,99.0,bed,0,True
2022-09-29,emerg_total,"Emergency Shelter Programs, Total",2118,2118,7,2125,2158,99.7,bed,1,True
2022-09-29,mix_emerg,"Mixed Adult, Emergency",448,448,2,450,459,99.6,bed,2,False
2022-09-29,men_emerg,"Men, Emergency",1016,1016,2,1018,1022,99.8,bed,2,False
2022-09-29,wom_emerg,"Women, Emergency",416,416,1,417,436,99.8,bed,2,False
2022-09-29,yth_emerg,"Youth, Emergency",238,238,2,240,241,99.2,bed,2,False
2022-09-29,trans_total,"Transitional Shelter Programs, Total",531,531,19,550,558,96.5,bed,1,True
2022-09-29,mix_trans,"Mixed Adult, Transitional",134,134,1,135,136,99.3,bed,2,False
2022-09-29,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-29,men_trans,"Men, Transitional",130,130,7,137,138,94.9,bed,2,False
2022-09-29,wom_trans,"Women, Transitional",98,98,4,102,106,96.1,bed,2,False
2022-09-29,yth_trans,"Youth, Transitional",169,169,7,176,178,96.0,bed,2,False
2022-09-29,allied_total,"Allied Services, Total",319,319,1,320,325,99.7,bed,0,True
2022-09-29,respites,24-Hour Respites,261,261,1,262,262,99.6,bed,1,False
2022-09-29,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-29,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-29,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-29,iso,Isolation/Recovery Programs Combined Total,11,8,0,8,60,100.0,room,0,False
2022-09-28,all_shelter,"All Shelter Programs, Total",8308,,,,,,summary,0,True
2022-09-28,room_based,"Shelter Programs, Room-Based, Total",5323,,,,,,summary,1,True
2022-09-28,singles_sector,"Singles Sector Programs, Total",2978,,,,,,summary,1,True
2022-09-28,singles_shelter,"  Shelter Programs, Singles, Total",2659,2659,26,2685,2726,99.0,summary,2,False
2022-09-28,allied_summ,"  Allied Services, Total",319,319,0,319,325,100.0,summary,2,False
2022-09-28,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-28,iso_summ,Temporary Isolation/Recovery Programs,7,7,0,7,60,100.0,summary,1,False
2022-09-28,fam_total,"Family Sector, Total",2125,646,2,648,663,99.7,room,0,True
2022-09-28,fam_emerg,"Families, Emergency Shelter Programs",598,188,0,188,205,100.0,room,1,False
2022-09-28,fam_trans_r,"Families, Transitional Shelter Programs",293,98,0,98,100,100.0,room,1,False
2022-09-28,fam_hotel,"Families, Motel/Hotel Programs",1234,360,2,362,358,99.4,room,1,False
2022-09-28,sng_hotel,"Single Sector Motel/Hotel, Total",3198,2766,11,2777,2905,99.6,room,0,True
2022-09-28,singles_total,"Singles Sectors, Total",2659,2659,26,2685,2726,99.0,bed,0,True
2022-09-28,emerg_total,"Emergency Shelter Programs, Total",2127,2127,7,2134,2168,99.7,bed,1,True
2022-09-28,mix_emerg,"Mixed Adult, Emergency",451,451,0,451,459,100.0,bed,2,False
2022-09-28,men_emerg,"Men, Emergency",1026,1026,3,1029,1032,99.7,bed,2,False
2022-09-28,wom_emerg,"Women, Emergency",417,417,2,419,436,99.5,bed,2,False
2022-09-28,yth_emerg,"Youth, Emergency",233,233,2,235,241,99.1,bed,2,False
2022-09-28,trans_total,"Transitional Shelter Programs, Total",532,532,19,551,558,96.6,bed,1,True
2022-09-28,mix_trans,"Mixed Adult, Transitional",133,133,3,136,136,97.8,bed,2,False
2022-09-28,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-28,men_trans,"Men, Transitional",132,132,5,137,138,96.4,bed,2,False
2022-09-28,wom_trans,"Women, Transitional",98,98,4,102,106,96.1,bed,2,False
2022-09-28,yth_trans,"Youth, Transitional",169,169,7,176,178,96.0,bed,2,False
2022-09-28,allied_total,"Allied Services, Total",319,319,0,319,325,100.0,bed,0,True
2022-09-28,respites,24-Hour Respites,261,261,0,261,262,100.0,bed,1,False
2022-09-28,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-28,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-28,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-28,iso,Isolation/Recovery Programs Combined Total,7,7,0,7,60,100.0,room,0,False
2022-09-27,all_shelter,"All Shelter Programs, Total",8284,,,,,,summary,0,True
2022-09-27,room_based,"Shelter Programs, Room-Based, Total",5315,,,,,,summary,1,True
2022-09-27,singles_sector,"Singles Sector Programs, Total",2965,,,,,,summary,1,True
2022-09-27,singles_shelter,"  Shelter Programs, Singles, Total",2646,2646,23,2669,2706,99.1,summary,2,False
2022-09-27,allied_summ,"  Allied Services, Total",319,319,0,319,325,100.0,summary,2,False
2022-09-27,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-27,iso_summ,Temporary Isolation/Recovery Programs,4,4,0,4,30,100.0,summary,1,False
2022-09-27,fam_total,"Family Sector, Total",2116,644,2,646,663,99.7,room,0,True
2022-09-27,fam_emerg,"Families, Emergency Shelter Programs",598,188,0,188,205,100.0,room,1,False
2022-09-27,fam_trans_r,"Families, Transitional Shelter Programs",292,98,0,98,100,100.0,room,1,False
2022-09-27,fam_hotel,"Families, Motel/Hotel Programs",1226,358,2,360,358,99.4,room,1,False
2022-09-27,sng_hotel,"Single Sector Motel/Hotel, Total",3199,2768,10,2778,2905,99.6,room,0,True
2022-09-27,singles_total,"Singles Sectors, Total",2646,2646,23,2669,2706,99.1,bed,0,True
2022-09-27,emerg_total,"Emergency Shelter Programs, Total",2113,2113,5,2118,2148,99.8,bed,1,True
2022-09-27,mix_emerg,"Mixed Adult, Emergency",449,449,2,451,459,99.6,bed,2,False
2022-09-27,men_emerg,"Men, Emergency",1016,1016,0,1016,1017,100.0,bed,2,False
2022-09-27,wom_emerg,"Women, Emergency",414,414,1,415,436,99.8,bed,2,False
2022-09-27,yth_emerg,"Youth, Emergency",234,234,2,236,236,99.2,bed,2,False
2022-09-27,trans_total,"Transitional Shelter Programs, Total",533,533,18,551,558,96.7,bed,1,True
2022-09-27,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-09-27,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-27,men_trans,"Men, Transitional",131,131,6,137,138,95.6,bed,2,False
2022-09-27,wom_trans,"Women, Transitional",99,99,3,102,106,97.1,bed,2,False
2022-09-27,yth_trans,"Youth, Transitional",171,171,5,176,178,97.2,bed,2,False
2022-09-27,allied_total,"Allied Services, Total",319,319,0,319,325,100.0,bed,0,True
2022-09-27,respites,24-Hour Respites,261,261,0,261,262,100.0,bed,1,False
2022-09-27,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-27,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-27,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-27,iso,Isolation/Recovery Programs Combined Total,4,4,0,4,30,100.0,room,0,False
2022-09-26,all_shelter,"All Shelter Programs, Total",8273,,,,,,summary,0,True
2022-09-26,room_based,"Shelter Programs, Room-Based, Total",5312,,,,,,summary,1,True
2022-09-26,singles_sector,"Singles Sector Programs, Total",2957,,,,,,summary,1,True
2022-09-26,singles_shelter,"  Shelter Programs, Singles, Total",2638,2638,22,2660,2706,99.2,summary,2,False
2022-09-26,allied_summ,"  Allied Services, Total",319,319,0,319,325,100.0,summary,2,False
2022-09-26,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-26,iso_summ,Temporary Isolation/Recovery Programs,4,4,0,4,30,100.0,summary,1,False
2022-09-26,fam_total,"Family Sector, Total",2110,641,3,644,663,99.5,room,0,True
2022-09-26,fam_emerg,"Families, Emergency Shelter Programs",599,187,1,188,205,99.5,room,1,False
2022-09-26,fam_trans_r,"Families, Transitional Shelter Programs",289,97,1,98,100,99.0,room,1,False
2022-09-26,fam_hotel,"Families, Motel/Hotel Programs",1222,357,1,358,358,99.7,room,1,False
2022-09-26,sng_hotel,"Single Sector Motel/Hotel, Total",3202,2774,9,2783,2905,99.7,room,0,True
2022-09-26,singles_total,"Singles Sectors, Total",2638,2638,22,2660,2706,99.2,bed,0,True
2022-09-26,emerg_total,"Emergency Shelter Programs, Total",2106,2106,5,2111,2148,99.8,bed,1,True
2022-09-26,mix_emerg,"Mixed Adult, Emergency",445,445,3,448,459,99.3,bed,2,False
2022-09-26,men_emerg,"Men, Emergency",1016,1016,0,1016,1017,100.0,bed,2,False
2022-09-26,wom_emerg,"Women, Emergency",411,411,0,411,436,100.0,bed,2,False
2022-09-26,yth_emerg,"Youth, Emergency",234,234,2,236,236,99.2,bed,2,False
2022-09-26,trans_total,"Transitional Shelter Programs, Total",532,532,17,549,558,96.9,bed,1,True
2022-09-26,mix_trans,"Mixed Adult, Transitional",131,131,5,136,136,96.3,bed,2,False
2022-09-26,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-26,men_trans,"Men, Transitional",129,129,8,137,138,94.2,bed,2,False
2022-09-26,wom_trans,"Women, Transitional",99,99,1,100,106,99.0,bed,2,False
2022-09-26,yth_trans,"Youth, Transitional",173,173,3,176,178,98.3,bed,2,False
2022-09-26,allied_total,"Allied Services, Total",319,319,0,319,325,100.0,bed,0,True
2022-09-26,respites,24-Hour Respites,261,261,0,261,262,100.0,bed,1,False
2022-09-26,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-26,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-26,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-26,iso,Isolation/Recovery Programs Combined Total,4,4,0,4,30,100.0,room,0,False
2022-09-25,all_shelter,"All Shelter Programs, Total",8258,,,,,,summary,0,True
2022-09-25,room_based,"Shelter Programs, Room-Based, Total",5305,,,,,,summary,1,True
2022-09-25,singles_sector,"Singles Sector Programs, Total",2948,,,,,,summary,1,True
2022-09-25,singles_shelter,"  Shelter Programs, Singles, Total",2631,2631,20,2651,2706,99.2,summary,2,False
2022-09-25,allied_summ,"  Allied Services, Total",317,317,1,318,325,99.7,summary,2,False
2022-09-25,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-25,iso_summ,Temporary Isolation/Recovery Programs,5,5,0,5,30,100.0,summary,1,False
2022-09-25,fam_total,"Family Sector, Total",2099,638,7,645,663,98.9,room,0,True
2022-09-25,fam_emerg,"Families, Emergency Shelter Programs",592,185,4,189,205,97.9,room,1,False
2022-09-25,fam_trans_r,"Families, Transitional Shelter Programs",289,97,1,98,100,99.0,room,1,False
2022-09-25,fam_hotel,"Families, Motel/Hotel Programs",1218,356,2,358,358,99.4,room,1,False
2022-09-25,sng_hotel,"Single Sector Motel/Hotel, Total",3206,2776,8,2784,2905,99.7,room,0,True
2022-09-25,singles_total,"Singles Sectors, Total",2631,2631,20,2651,2706,99.2,bed,0,True
2022-09-25,emerg_total,"Emergency Shelter Programs, Total",2095,2095,7,2102,2148,99.7,bed,1,True
2022-09-25,mix_emerg,"Mixed Adult, Emergency",436,436,5,441,459,98.9,bed,2,False
2022-09-25,men_emerg,"Men, Emergency",1016,1016,0,1016,1017,100.0,bed,2,False
2022-09-25,wom_emerg,"Women, Emergency",410,410,0,410,436,100.0,bed,2,False
2022-09-25,yth_emerg,"Youth, Emergency",233,233,2,235,236,99.1,bed,2,False
2022-09-25,trans_total,"Transitional Shelter Programs, Total",536,536,13,549,558,97.6,bed,1,True
2022-09-25,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-09-25,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-25,men_trans,"Men, Transitional",131,131,6,137,138,95.6,bed,2,False
2022-09-25,wom_trans,"Women, Transitional",99,99,1,100,106,99.0,bed,2,False
2022-09-25,yth_trans,"Youth, Transitional",174,174,2,176,178,98.9,bed,2,False
2022-09-25,allied_total,"Allied Services, Total",317,317,1,318,325,99.7,bed,0,True
2022-09-25,respites,24-Hour Respites,260,260,0,260,262,100.0,bed,1,False
2022-09-25,dropin,24-Hour Women's Drop-ins,57,57,1,58,63,98.3,bed,1,False
2022-09-25,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-25,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-25,iso,Isolation/Recovery Programs Combined Total,5,5,0,5,30,100.0,room,0,False
2022-09-24,all_shelter,"All Shelter Programs, Total",8254,,,,,,summary,0,True
2022-09-24,room_based,"Shelter Programs, Room-Based, Total",5296,,,,,,summary,1,True
2022-09-24,singles_sector,"Singles Sector Programs, Total",2953,,,,,,summary,1,True
2022-09-24,singles_shelter,"  Shelter Programs, Singles, Total",2636,2636,17,2653,2706,99.4,summary,2,False
2022-09-24,allied_summ,"  Allied Services, Total",317,317,1,318,325,99.7,summary,2,False
2022-09-24,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-24,iso_summ,Temporary Isolation/Recovery Programs,5,5,0,5,30,100.0,summary,1,False
2022-09-24,fam_total,"Family Sector, Total",2085,635,7,642,663,98.9,room,0,True
2022-09-24,fam_emerg,"Families, Emergency Shelter Programs",578,182,4,186,205,97.8,room,1,False
2022-09-24,fam_trans_r,"Families, Transitional Shelter Programs",289,97,1,98,100,99.0,room,1,False
2022-09-24,fam_hotel,"Families, Motel/Hotel Programs",1218,356,2,358,358,99.4,room,1,False
2022-09-24,sng_hotel,"Single Sector Motel/Hotel, Total",3211,2780,8,2788,2905,99.7,room,0,True
2022-09-24,singles_total,"Singles Sectors, Total",2636,2636,17,2653,2706,99.4,bed,0,True
2022-09-24,emerg_total,"Emergency Shelter Programs, Total",2100,2100,3,2103,2148,99.9,bed,1,True
2022-09-24,mix_emerg,"Mixed Adult, Emergency",442,442,0,442,459,100.0,bed,2,False
2022-09-24,men_emerg,"Men, Emergency",1016,1016,0,1016,1017,100.0,bed,2,False
2022-09-24,wom_emerg,"Women, Emergency",409,409,1,410,436,99.8,bed,2,False
2022-09-24,yth_emerg,"Youth, Emergency",233,233,2,235,236,99.1,bed,2,False
2022-09-24,trans_total,"Transitional Shelter Programs, Total",536,536,14,550,558,97.5,bed,1,True
2022-09-24,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-09-24,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-24,men_trans,"Men, Transitional",131,131,6,137,138,95.6,bed,2,False
2022-09-24,wom_trans,"Women, Transitional",99,99,2,101,106,98.0,bed,2,False
2022-09-24,yth_trans,"Youth, Transitional",174,174,2,176,178,98.9,bed,2,False
2022-09-24,allied_total,"Allied Services, Total",317,317,1,318,325,99.7,bed,0,True
2022-09-24,respites,24-Hour Respites,259,259,1,260,262,99.6,bed,1,False
2022-09-24,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-24,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-24,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-24,iso,Isolation/Recovery Programs Combined Total,5,5,0,5,30,100.0,room,0,False
2022-09-23,all_shelter,"All Shelter Programs, Total",8250,,,,,,summary,0,True
2022-09-23,room_based,"Shelter Programs, Room-Based, Total",5302,,,,,,summary,1,True
2022-09-23,singles_sector,"Singles Sector Programs, Total",2942,,,,,,summary,1,True
2022-09-23,singles_shelter,"  Shelter Programs, Singles, Total",2625,2625,26,2651,2706,99.0,summary,2,False
2022-09-23,allied_summ,"  Allied Services, Total",317,317,1,318,325,99.7,summary,2,False
2022-09-23,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-23,iso_summ,Temporary Isolation/Recovery Programs,6,6,0,6,60,100.0,summary,1,False
2022-09-23,fam_total,"Family Sector, Total",2089,637,5,642,663,99.2,room,0,True
2022-09-23,fam_emerg,"Families, Emergency Shelter Programs",580,183,2,185,205,98.9,room,1,False
2022-09-23,fam_trans_r,"Families, Transitional Shelter Programs",289,97,1,98,100,99.0,room,1,False
2022-09-23,fam_hotel,"Families, Motel/Hotel Programs",1220,357,2,359,358,99.4,room,1,False
2022-09-23,sng_hotel,"Single Sector Motel/Hotel, Total",3213,2781,8,2789,2905,99.7,room,0,True
2022-09-23,singles_total,"Singles Sectors, Total",2625,2625,26,2651,2706,99.0,bed,0,True
2022-09-23,emerg_total,"Emergency Shelter Programs, Total",2089,2089,12,2101,2148,99.4,bed,1,True
2022-09-23,mix_emerg,"Mixed Adult, Emergency",434,434,6,440,459,98.6,bed,2,False
2022-09-23,men_emerg,"Men, Emergency",1012,1012,4,1016,1017,99.6,bed,2,False
2022-09-23,wom_emerg,"Women, Emergency",410,410,0,410,436,100.0,bed,2,False
2022-09-23,yth_emerg,"Youth, Emergency",233,233,2,235,236,99.1,bed,2,False
2022-09-23,trans_total,"Transitional Shelter Programs, Total",536,536,14,550,558,97.5,bed,1,True
2022-09-23,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-09-23,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
2022-09-23,men_trans,"Men, Transitional",131,131,6,137,138,95.6,bed,2,False
2022-09-23,wom_trans,"Women, Transitional",99,99,2,101,106,98.0,bed,2,False
2022-09-23,yth_trans,"Youth, Transitional",174,174,2,176,178,98.9,bed,2,False
2022-09-23,allied_total,"Allied Services, Total",317,317,1,318,325,99.7,bed,0,True
2022-09-23,respites,24-Hour Respites,259,259,1,260,262,99.6,bed,1,False
2022-09-23,dropin,24-Hour Women's Drop-ins,58,58,0,58,63,100.0,bed,1,False
2022-09-23,temp_resp,24-Hour Temporary Response Sites,0,0,0,0,0,,bed,0,False
2022-09-23,hotels,Hotels,0,0,0,0,0,,room,0,False
2022-09-23,iso,Isolation/Recovery Programs Combined Total,6,6,0,6,60,100.0,room,0,False
2022-09-22,all_shelter,"All Shelter Programs, Total",8252,,,,,,summary,0,True
2022-09-22,room_based,"Shelter Programs, Room-Based, Total",5304,,,,,,summary,1,True
2022-09-22,singles_sector,"Singles Sector Programs, Total",2939,,,,,,summary,1,True
2022-09-22,singles_shelter,"  Shelter Programs, Singles, Total",2622,2622,26,2648,2706,99.0,summary,2,False
2022-09-22,allied_summ,"  Allied Services, Total",317,317,0,317,325,100.0,summary,2,False
2022-09-22,temp_summ,"  Temporary Programs, Total",0,,,,,,summary,2,False
2022-09-22,iso_summ,Temporary Isolation/Recovery Programs,9,9,0,9,60,100.0,summary,1,False
2022-09-22,fam_total,"Family Sector, Total",2097,640,2,642,663,99.7,room,0,True
2022-09-22,fam_emerg,"Families, Emergency Shelter Programs",581,185,1,186,205,99.5,room,1,False
2022-09-22,fam_trans_r,"Families, Transitional Shelter Programs",289,97,1,98,100,99.0,room,1,False
2022-09-22,fam_hotel,"Families, Motel/Hotel Programs",1227,358,0,358,358,100.0,room,1,False
2022-09-22,sng_hotel,"Single Sector Motel/Hotel, Total",3207,2777,6,2783,2905,99.8,room,0,True
2022-09-22,singles_total,"Singles Sectors, Total",2622,2622,26,2648,2706,99.0,bed,0,True
2022-09-22,emerg_total,"Emergency Shelter Programs, Total",2090,2090,8,2098,2148,99.6,bed,1,True
2022-09-22,mix_emerg,"Mixed Adult, Emergency",437,437,0,437,459,100.0,bed,2,False
2022-09-22,men_emerg,"Men, Emergency",1014,1014,2,1016,1017,99.8,bed,2,False
2022-09-22,wom_emerg,"Women, Emergency",409,409,1,410,436,99.8,bed,2,False
2022-09-22,yth_emerg,"Youth, Emergency",230,230,5,235,236,97.9,bed,2,False
2022-09-22,trans_total,"Transitional Shelter Programs, Total",532,532,18,550,558,96.7,bed,1,True
2022-09-22,mix_trans,"Mixed Adult, Transitional",132,132,4,136,136,97.1,bed,2,False
2022-09-22,fam_trans_b,"Families, Transitional",0,0,0,0,0,,bed,2,False
