"date","winter_season","min_temp","temperature_band","reserve_target_pct","observed_capacity","observed_occupancy","observed_spare","observed_spare_pct","minimum_capacity_for_target","additional_spaces_needed"
2025-12-16,"2025-26",-5.6,"-10 to -5 C",15,241,241,0,0,284,43
2025-12-25,"2025-26",-7.1,"-10 to -5 C",15,235,134,101,42.9787234042553,158,0
2025-12-26,"2025-26",-8.3,"-10 to -5 C",15,241,192,49,20.3319502074689,226,0
2025-12-27,"2025-26",-8.5,"-10 to -5 C",15,241,227,14,5.80912863070539,268,27
2025-12-29,"2025-26",-7.3,"-10 to -5 C",15,241,233,8,3.3195020746888,275,34
2025-12-30,"2025-26",-7.2,"-10 to -5 C",15,241,240,1,0.4149377593361,283,42
2025-12-31,"2025-26",-10.7,"-15 to -10 C",15,301,260,41,13.6212624584718,306,5
2026-01-01,"2025-26",-12.4,"-15 to -10 C",15,271,239,32,11.8081180811808,282,11
2026-01-02,"2025-26",-6.9,"-10 to -5 C",15,241,227,14,5.80912863070539,268,27
2026-01-03,"2025-26",-5.9,"-10 to -5 C",15,241,238,3,1.2448132780083,280,39
2026-01-04,"2025-26",-5,"-10 to -5 C",15,241,240,1,0.4149377593361,283,42
2026-01-14,"2025-26",-9.8,"-10 to -5 C",15,241,240,1,0.4149377593361,283,42
2026-01-15,"2025-26",-13.3,"-15 to -10 C",15,301,280,21,6.97674418604651,330,29
2026-01-16,"2025-26",-10.6,"-15 to -10 C",15,300,284,16,5.33333333333333,335,35
2026-01-17,"2025-26",-8.7,"-10 to -5 C",15,300,289,11,3.66666666666667,340,40
2026-01-18,"2025-26",-9.5,"-10 to -5 C",15,279,270,9,3.2258064516129,318,39
2026-01-19,"2025-26",-11.7,"-15 to -10 C",15,300,292,8,2.66666666666667,344,44
2026-01-20,"2025-26",-13.6,"-15 to -10 C",15,301,298,3,0.996677740863787,351,50
2026-01-21,"2025-26",-10.3,"-15 to -10 C",15,301,291,10,3.32225913621262,343,42
2026-01-22,"2025-26",-9.3,"-10 to -5 C",15,301,299,2,0.664451827242525,352,51
2026-01-23,"2025-26",-18.1,"Below -15 C",15,301,290,11,3.65448504983389,342,41
2026-01-24,"2025-26",-17.9,"Below -15 C",15,301,298,3,0.996677740863787,351,50
2026-01-25,"2025-26",-13.2,"-15 to -10 C",15,301,300,1,0.332225913621262,353,52
2026-01-26,"2025-26",-14.1,"-15 to -10 C",15,301,299,2,0.664451827242525,352,51
2026-01-27,"2025-26",-13.2,"-15 to -10 C",15,301,298,3,0.996677740863787,351,50
2026-01-28,"2025-26",-11.1,"-15 to -10 C",15,301,300,1,0.332225913621262,353,52
2026-01-29,"2025-26",-17.9,"Below -15 C",15,346,316,30,8.67052023121387,372,26
2026-01-30,"2025-26",-19.1,"Below -15 C",15,348,335,13,3.73563218390805,395,47
2026-01-31,"2025-26",-15.3,"Below -15 C",15,349,344,5,1.43266475644699,405,56
2026-02-01,"2025-26",-15,"Below -15 C",15,349,345,4,1.14613180515759,406,57
2026-02-02,"2025-26",-12.1,"-15 to -10 C",15,349,344,5,1.43266475644699,405,56
2026-02-03,"2025-26",-9.7,"-10 to -5 C",15,349,345,4,1.14613180515759,406,57
2026-02-04,"2025-26",-11.9,"-15 to -10 C",15,349,347,2,0.573065902578797,409,60
2026-02-05,"2025-26",-10.5,"-15 to -10 C",15,349,343,6,1.71919770773639,404,55
2026-02-06,"2025-26",-18.2,"Below -15 C",15,349,344,5,1.43266475644699,405,56
2026-02-07,"2025-26",-19.6,"Below -15 C",15,349,341,8,2.29226361031519,402,53
2026-02-08,"2025-26",-19.9,"Below -15 C",15,349,345,4,1.14613180515759,406,57
2026-02-09,"2025-26",-15.7,"Below -15 C",15,349,319,30,8.59598853868195,376,27
2026-02-12,"2025-26",-9,"-10 to -5 C",15,256,255,1,0.390625,300,44
2026-02-13,"2025-26",-9.3,"-10 to -5 C",15,231,219,12,5.1948051948052,258,27
2026-02-23,"2025-26",-11.1,"-15 to -10 C",15,316,292,24,7.59493670886076,344,28
2026-02-24,"2025-26",-13.8,"-15 to -10 C",15,286,265,21,7.34265734265734,312,26
2026-02-25,"2025-26",-5,"-10 to -5 C",15,256,256,0,0,302,46
2026-02-26,"2025-26",-5.4,"-10 to -5 C",15,256,254,2,0.78125,299,43
2026-02-28,"2025-26",-6.2,"-10 to -5 C",15,256,248,8,3.125,292,36
2026-03-01,"2025-26",-11.2,"-15 to -10 C",15,316,293,23,7.27848101265823,345,29
2026-03-02,"2025-26",-11.3,"-15 to -10 C",15,286,257,29,10.1398601398601,303,17
2026-03-16,"2025-26",-8.1,"-10 to -5 C",15,256,251,5,1.953125,296,40
2026-03-17,"2025-26",-9.7,"-10 to -5 C",15,256,249,7,2.734375,293,37
2026-03-18,"2025-26",-5.9,"-10 to -5 C",15,224,214,10,4.46428571428571,252,28
2026-03-27,"2025-26",-6.2,"-10 to -5 C",15,256,250,6,2.34375,295,39
